PROD_ID,DATE_EXTRACTION,COMPETITOR,COMPETITOR_PRICE,PAY_TYPE
P6,2015-04-18 20:10:19,C6,1799.0,1
P6,2015-04-18 20:10:19,C3,1699.0,1
P6,2015-04-19 20:10:24,C1,1699.0,1
P6,2015-04-19 20:10:24,C2,1699.0,1
P6,2015-04-19 20:10:24,C6,1799.0,1
P6,2015-04-19 20:10:24,C3,1766.0,1
P6,2015-04-19 20:10:24,C1,1699.0,2
P6,2015-04-19 20:10:24,C2,1699.0,2
P6,2015-04-19 20:10:24,C6,1799.0,2
P6,2015-04-19 20:10:24,C3,1766.0,2
P6,2015-04-21 20:10:09,C4,1889.1,2
P6,2015-04-21 20:10:09,C2,1769.9,2
P6,2015-04-21 20:10:09,C1,1764.0,2
P6,2015-04-21 20:10:09,C3,1769.9,2
P6,2015-05-18 08:11:24,C6,1999.0,1
P6,2015-05-18 08:11:24,C3,1779.9,1
P6,2015-05-18 08:11:24,C2,1999.0,1
P6,2015-05-18 08:11:24,C1,1779.9,1
P6,2015-05-18 20:10:07,C6,1904.7,1
P6,2015-05-18 20:10:07,C1,1789.0,1
P6,2015-05-18 20:10:07,C2,1889.9,1
P6,2015-05-18 20:10:07,C3,1644.24,1
P6,2015-05-18 20:10:33,C3,1779.9,2
P6,2015-05-18 20:10:33,C6,1999.0,2
P6,2015-05-18 20:10:33,C2,1899.0,2
P6,2015-05-18 20:10:33,C1,1779.9,2
P6,2015-05-18 08:10:22,C6,1904.7,1
P6,2015-05-18 08:10:22,C1,1828.99,1
P6,2015-05-18 08:10:22,C2,1889.9,1
P6,2015-05-18 08:10:22,C3,1849.0,1
P6,2015-05-06 20:10:07,C2,1934.52,1
P6,2015-05-06 20:10:07,C3,1502.8,1
P6,2015-05-06 20:10:07,C6,2097.26,1
P6,2015-05-06 20:10:07,C1,1795.0,1
P6,2015-04-23 08:11:22,C1,1799.0,1
P6,2015-04-23 08:11:22,C2,1799.0,1
P6,2015-04-23 08:11:22,C6,1799.0,1
P6,2015-04-23 08:11:22,C3,1799.0,1
P6,2015-04-23 20:10:06,C4,1699.0,2
P6,2015-04-23 20:10:06,C2,1839.9,2
P6,2015-04-23 20:10:06,C1,1779.9,2
P6,2015-04-23 20:10:06,C3,1839.9,2
P6,2015-04-23 20:10:06,C3,1839.9,1
P6,2015-04-23 08:11:22,C1,1799.0,2
P6,2015-04-23 08:11:22,C2,1799.0,2
P6,2015-04-23 08:11:22,C6,1799.0,2
P6,2015-04-23 08:11:22,C3,1799.0,2
P6,2015-04-23 20:10:06,C1,1779.9,1
P6,2015-04-23 20:10:06,C4,1699.0,1
P6,2015-04-23 20:10:06,C2,1839.9,1
P6,2015-04-25 08:11:20,C1,1699.0,2
P6,2015-04-25 08:11:20,C2,1699.0,2
P6,2015-04-25 08:11:20,C6,1799.0,2
P6,2015-04-25 08:11:20,C3,1699.0,2
P6,2015-04-27 20:34:59,C1,1799.0,1
P6,2015-04-27 20:34:59,C2,1798.0,1
P6,2015-04-27 20:34:59,C6,1799.0,1
P6,2015-04-27 20:34:59,C3,1798.0,1
P6,2015-04-29 20:10:07,C4,1935.12,2
P6,2015-04-29 20:10:07,C2,1798.0,2
P6,2015-04-29 20:10:07,C1,1796.96,2
P6,2015-04-29 20:10:07,C3,1798.0,2
P6,2015-05-19 08:11:27,C3,1779.9,2
P6,2015-05-19 08:11:27,C6,1999.0,2
P6,2015-05-19 08:11:27,C2,1899.0,2
P6,2015-05-19 08:11:27,C1,1779.9,2
P6,2015-05-20 08:11:35,C3,1650.51,2
P6,2015-05-20 08:11:35,C6,1999.0,2
P6,2015-05-20 08:11:35,C2,1899.0,2
P6,2015-05-20 08:11:35,C1,1899.0,2
P6,2015-05-20 08:10:23,C2,1889.9,1
P6,2015-05-20 08:10:23,C6,1904.7,1
P6,2015-05-20 08:10:23,C1,1889.9,1
P6,2015-05-20 08:10:23,C3,1555.84,1
P6,2015-05-20 08:10:23,C6,1904.7,2
P6,2015-05-20 08:10:23,C2,1889.9,2
P6,2015-05-20 08:10:23,C1,1889.9,2
P6,2015-05-20 08:10:23,C3,1555.84,2
P6,2015-05-20 08:11:35,C6,1999.0,1
P6,2015-05-20 08:11:35,C3,1833.9,1
P6,2015-05-20 08:11:35,C2,1899.0,1
P6,2015-05-20 08:11:35,C1,1899.0,1
P6,2015-05-01 20:10:19,C1,1889.0,2
P6,2015-05-01 20:10:19,C2,1889.0,2
P6,2015-05-01 20:10:19,C6,1799.0,2
P6,2015-05-01 20:10:19,C3,1889.0,2
P6,2015-05-01 20:10:19,C1,1889.0,1
P6,2015-05-01 20:10:19,C2,1889.0,1
P6,2015-05-01 20:10:19,C6,1799.0,1
P6,2015-05-01 20:10:19,C3,1889.0,1
P6,2015-05-01 20:10:06,C4,2199.0,1
P6,2015-05-01 20:10:06,C2,1839.9,1
P6,2015-05-01 20:10:06,C1,1789.0,1
P6,2015-05-01 20:10:06,C3,1798.0,1
P6,2015-05-21 08:11:51,C3,1832.0,1
P6,2015-05-21 08:11:51,C6,1999.0,1
P6,2015-05-21 08:11:51,C2,1899.0,1
P6,2015-05-21 08:11:51,C1,1899.0,1
P6,2015-05-21 20:10:20,C3,1647.81,2
P6,2015-05-21 20:10:20,C2,1999.0,2
P6,2015-05-21 20:10:20,C1,1999.0,2
P6,2015-05-21 20:10:20,C3,1830.9,1
P6,2015-05-21 20:10:20,C2,1999.0,1
P6,2015-05-21 20:10:20,C1,1999.0,1
P6,2015-05-21 08:10:26,C2,1889.9,1
P6,2015-05-21 08:10:26,C1,1889.9,1
P6,2015-05-21 08:10:26,C3,1627.12,1
P6,2015-05-21 08:10:26,C6,1904.7,1
P6,2015-05-21 20:10:20,C6,1999.0,1
P6,2015-05-31 08:11:37,C3,1617.3,2
P6,2015-05-31 08:11:37,C6,1999.0,2
P6,2015-05-31 08:11:37,C2,1889.9,2
P6,2015-05-31 08:11:37,C1,1889.9,2
P6,2015-05-31 08:10:32,C2,1999.0,2
P6,2015-05-31 08:10:32,C1,1829.96,2
P6,2015-05-31 08:10:32,C4,1599.0,2
P6,2015-05-31 08:10:32,C3,1999.0,2
P6,2015-05-31 08:11:37,C3,1797.0,1
P6,2015-05-31 08:11:37,C6,1999.0,1
P6,2015-05-31 08:11:37,C2,1889.9,1
P6,2015-05-31 08:11:37,C1,1889.9,1
P6,2015-05-31 08:10:32,C4,1599.0,1
P6,2015-05-31 08:10:32,C2,1999.0,1
P6,2015-05-31 08:10:32,C3,1999.0,1
P6,2015-05-31 08:10:32,C1,1829.96,1
P6,2015-05-04 20:10:16,C1,1795.0,2
P6,2015-05-04 20:10:16,C4,1979.1,2
P6,2015-05-04 20:10:16,C6,1651.59,2
P6,2015-05-04 20:10:42,C3,1889.0,1
P6,2015-05-04 20:10:42,C2,1889.0,1
P6,2015-05-04 20:10:42,C6,1799.0,1
P6,2015-05-04 20:10:42,C1,1889.0,1
P6,2015-05-25 08:10:27,C3,1999.0,1
P6,2015-05-25 08:10:27,C1,1985.0,1
P6,2015-05-25 08:10:27,C2,1499.0,1
P6,2015-05-25 08:10:27,C6,1904.7,1
P6,2015-05-25 08:11:32,C3,1829.0,1
P6,2015-05-25 08:11:32,C6,1999.0,1
P6,2015-05-25 08:11:32,C2,1999.0,1
P6,2015-05-25 08:11:32,C1,1999.0,1
P6,2015-05-25 08:10:27,C1,1985.0,2
P6,2015-05-25 08:10:27,C3,1999.0,2
P6,2015-05-25 08:10:27,C2,1499.0,2
P6,2015-05-25 08:10:27,C6,1904.7,2
P6,2015-05-26 20:24:05,C1,1999.0,1
P6,2015-05-26 08:10:25,C2,1999.0,1
P6,2015-05-26 08:10:25,C4,1699.0,1
P6,2015-05-26 08:10:25,C1,1829.97,1
P6,2015-05-26 08:10:25,C6,1904.7,1
P6,2015-05-26 08:10:25,C3,1714.23,1
P6,2015-05-26 20:24:05,C3,1999.0,1
P6,2015-05-26 20:24:05,C6,1999.0,1
P6,2015-05-26 20:24:05,C2,1999.0,1
P6,2015-05-28 20:10:20,C3,1608.3,2
P6,2015-05-28 20:10:20,C6,1999.0,2
P6,2015-05-28 20:10:20,C2,1608.3,2
P6,2015-05-28 20:10:20,C1,1999.0,2
P6,2015-05-28 20:10:07,C6,2097.26,2
P6,2015-05-28 20:10:07,C4,1699.0,2
P6,2015-05-28 20:10:07,C3,1646.1,2
P6,2015-05-28 20:10:07,C2,1649.61,2
P6,2015-05-28 20:10:20,C2,1787.0,1
P6,2015-05-28 20:10:20,C1,1999.0,1
P6,2015-05-28 20:10:20,C3,1787.0,1
P6,2015-05-28 20:10:20,C6,1999.0,1
P6,2015-05-09 08:10:24,C2,2089.05,1
P6,2015-05-09 08:10:24,C1,1829.0,1
P6,2015-05-09 08:10:24,C3,1679.6,1
P6,2015-05-09 08:10:24,C6,2097.26,1
P6,2015-05-09 08:10:24,C4,2199.0,1
P6,2015-05-09 08:11:25,C6,1899.0,2
P6,2015-05-09 08:11:25,C2,1889.0,2
P6,2015-05-09 08:11:25,C1,1889.0,2
P6,2015-05-08 20:11:39,C3,1799.0,1
P6,2015-05-08 20:11:39,C6,1899.0,1
P6,2015-05-08 20:11:39,C2,1889.0,1
P6,2015-05-08 20:11:39,C1,1889.0,1
P6,2015-05-09 08:11:25,C3,1619.09,2
P6,2015-05-09 08:11:25,C1,1889.0,1
P6,2015-06-02 08:11:40,C2,1796.88,1
P6,2015-06-02 08:11:40,C6,1999.0,1
P6,2015-06-02 08:11:40,C3,1796.88,1
P6,2015-06-02 08:11:40,C1,1796.88,1
P6,2015-06-02 08:11:40,C3,1617.19,2
P6,2015-06-02 08:11:40,C6,1999.0,2
P6,2015-06-02 08:11:40,C2,1796.88,2
P6,2015-06-02 08:11:40,C1,1796.88,2
P6,2015-05-13 08:11:30,C3,1798.94,1
P6,2015-05-13 08:11:30,C6,1999.0,1
P6,2015-05-13 08:11:30,C2,1876.9,1
P6,2015-05-13 08:11:30,C1,1876.9,1
P6,2015-05-13 20:10:17,C2,2089.05,1
P6,2015-05-13 20:10:17,C3,1799.0,1
P6,2015-05-13 20:10:17,C6,1904.7,1
P6,2015-05-13 20:10:17,C4,2199.0,1
P6,2015-05-13 20:10:17,C1,1829.0,1
P6,2015-05-13 20:10:57,C3,1619.1,2
P6,2015-05-13 20:10:57,C6,1999.0,2
P6,2015-05-13 20:10:57,C1,1876.9,2
P6,2015-08-08 20:10:07,C6,1977.65,2
P6,2015-08-08 20:10:07,C3,1591.16,2
P6,2015-08-08 20:10:07,C2,1619.1,2
P6,2015-08-08 20:10:07,C1,1673.76,2
P6,2015-08-08 20:10:07,C6,1977.65,1
P6,2015-08-08 20:10:07,C3,1591.16,1
P6,2015-08-08 20:10:07,C2,1709.05,1
P6,2015-08-08 20:10:07,C1,1673.76,1
P6,2015-04-06 08:10:21,C4,1935.12,2
P6,2015-04-06 08:10:21,C2,1849.9,2
P6,2015-04-06 08:10:21,C1,1799.0,2
P6,2015-04-06 08:10:21,C3,1849.9,2
P6,2015-04-06 08:11:31,C2,1799.0,1
P6,2015-04-06 08:11:31,C1,1799.0,1
P6,2015-04-06 08:11:31,C4,2199.0,1
P6,2015-04-06 08:11:31,C3,1799.0,1
P6,2015-04-06 20:10:05,C4,2199.0,1
P6,2015-04-06 20:10:05,C2,1849.9,1
P6,2015-04-06 20:10:05,C1,1799.0,1
P6,2015-04-06 20:10:05,C3,1849.9,1
P6,2015-04-06 08:11:31,C2,1799.0,2
P6,2015-04-06 08:11:31,C1,1799.0,2
P6,2015-04-06 20:10:05,C4,1935.12,2
P6,2015-04-06 20:10:05,C2,1849.9,2
P6,2015-04-06 20:10:05,C1,1799.0,2
P6,2015-04-06 20:10:05,C3,1849.9,2
P6,2015-04-06 08:11:31,C4,1935.12,2
P6,2015-04-06 08:11:31,C3,1799.0,2
P6,2015-04-04 20:10:05,C4,2199.0,1
P6,2015-04-04 20:10:05,C2,1849.9,1
P6,2015-04-04 20:10:05,C1,1799.0,1
P6,2015-04-04 20:10:05,C3,1849.9,1
P6,2015-04-04 20:10:05,C4,1935.12,2
P6,2015-04-04 20:10:05,C2,1849.9,2
P6,2015-04-04 20:10:05,C1,1799.0,2
P6,2015-04-04 20:10:05,C3,1849.9,2
P6,2015-03-28 08:10:22,C6,1904.7,2
P6,2015-03-28 08:10:22,C3,1899.0,2
P6,2015-03-28 08:10:22,C4,2399.0,2
P6,2015-03-28 08:10:22,C2,1899.0,2
P6,2015-03-28 08:10:22,C1,1829.9,2
P6,2015-03-28 08:11:31,C1,1499.0,2
P6,2015-03-28 08:11:31,C2,1499.0,2
P6,2015-03-28 08:11:31,C6,1899.0,2
P6,2015-03-28 08:11:31,C3,1499.0,2
P6,2015-03-28 08:11:31,C2,1499.0,1
P6,2015-03-28 08:11:31,C1,1499.0,1
P6,2015-03-28 08:11:31,C6,1899.0,1
P6,2015-03-28 08:11:31,C3,1499.0,1
P6,2015-03-28 08:10:22,C4,2399.0,1
P6,2015-03-28 08:10:22,C2,1899.0,1
P6,2015-03-28 08:10:22,C1,1829.9,1
P6,2015-03-28 08:10:22,C6,1904.7,1
P6,2015-03-28 08:10:22,C3,1899.0,1
P6,2015-03-27 20:10:06,C4,1599.0,2
P6,2015-03-27 20:10:06,C1,1847.99,2
P6,2015-03-27 20:10:06,C6,1904.7,2
P6,2015-03-31 20:10:05,C4,1599.0,2
P6,2015-03-31 20:10:05,C2,1849.9,2
P6,2015-03-31 20:10:05,C1,1848.0,2
P6,2015-03-31 20:10:05,C4,1599.0,1
P6,2015-03-31 20:10:05,C2,1849.9,1
P6,2015-03-31 20:10:05,C1,1848.0,1
P6,2015-03-31 20:10:05,C3,1849.9,1
P6,2015-03-31 20:10:05,C3,1849.9,2
P6,2015-03-31 20:10:19,C2,1788.88,1
P6,2015-03-31 20:10:19,C1,1788.88,1
P6,2015-03-31 20:10:19,C6,1899.0,1
P6,2015-03-31 20:10:19,C3,1788.88,1
P6,2015-03-31 20:10:19,C1,1788.88,2
P6,2015-03-31 20:10:19,C2,1788.88,2
P6,2015-03-31 20:10:19,C6,1899.0,2
P6,2015-03-31 20:10:19,C3,1788.88,2
P6,2015-03-30 08:10:21,C4,1599.0,2
P6,2015-03-30 08:10:21,C2,1798.89,2
P6,2015-03-30 08:10:21,C1,2356.9,2
P6,2015-03-30 08:10:21,C6,2379.87,2
P6,2015-03-30 08:10:21,C3,1899.0,2
P6,2015-03-30 08:10:21,C2,1798.89,1
P6,2015-03-30 08:10:21,C1,2356.9,1
P6,2015-03-30 08:10:21,C6,2379.87,1
P6,2015-03-30 08:10:21,C3,1899.0,1
P6,2015-03-29 20:10:14,C1,1738.98,1
P6,2015-03-29 20:10:14,C2,1738.98,1
P6,2015-03-29 20:10:14,C6,1899.0,1
P6,2015-03-30 08:11:32,C1,1797.9,1
P6,2015-03-29 20:10:14,C3,1738.98,1
P6,2015-03-30 08:11:32,C2,1797.9,1
P6,2015-03-30 08:10:21,C4,1599.0,1
P6,2015-03-30 08:11:32,C6,1899.0,1
P6,2015-03-30 08:11:32,C3,1797.9,1
P6,2015-03-25 08:34:44,C4,1599.0,1
P6,2015-03-25 08:34:44,C2,1439.1,1
P6,2015-03-25 08:34:44,C1,1847.99,1
P6,2015-03-25 08:34:44,C6,2379.87,1
P6,2015-03-25 08:34:44,C3,1499.0,1
P6,2015-03-25 08:34:44,C4,1439.1,2
P6,2015-03-25 08:34:44,C2,1439.1,2
P6,2015-03-25 08:34:44,C1,1847.99,2
P6,2015-03-25 08:34:44,C6,2379.87,2
P6,2015-03-25 08:34:44,C3,1499.0,2
P6,2015-04-08 20:10:10,C1,1796.0,2
P6,2015-04-08 20:10:10,C4,1935.12,2
P6,2015-04-08 20:10:10,C2,1899.0,2
P6,2015-04-08 20:10:10,C3,1899.0,2
P6,2015-04-10 08:10:29,C4,1935.12,2
P6,2015-04-10 08:10:29,C2,1849.9,2
P6,2015-04-10 08:10:29,C1,1795.9,2
P6,2015-04-10 08:10:29,C3,1849.9,2
P6,2015-04-10 08:10:29,C4,2199.0,1
P6,2015-04-10 08:10:29,C2,1849.9,1
P6,2015-04-10 08:10:29,C1,1795.9,1
P6,2015-04-10 08:10:29,C3,1849.9,1
P6,2015-04-10 08:11:34,C2,1785.78,1
P6,2015-04-10 08:11:34,C6,1799.0,2
P6,2015-04-10 08:11:34,C3,1785.78,2
P6,2015-04-10 08:11:34,C1,1785.78,1
P6,2015-04-10 08:11:34,C6,1799.0,1
P6,2015-04-10 08:11:34,C3,1785.78,1
P6,2015-04-10 08:11:34,C1,1785.78,2
P6,2015-04-10 08:11:34,C2,1785.78,2
P6,2015-04-14 20:10:24,C4,2199.0,2
P6,2015-04-14 20:10:24,C2,1797.99,2
P6,2015-04-14 20:10:24,C1,1798.0,2
P6,2015-04-14 20:10:24,C3,1797.99,2
P6,2015-04-16 20:10:08,C1,1796.97,2
P6,2015-04-16 20:10:08,C4,2199.0,2
P6,2015-04-16 20:10:08,C2,1798.0,2
P6,2015-04-16 20:10:08,C3,1798.0,2
P6,2015-04-16 20:10:08,C4,2199.0,1
P6,2015-04-16 20:10:08,C2,1798.0,1
P6,2015-04-16 20:10:08,C1,1796.97,1
P6,2015-04-16 20:10:08,C3,1798.0,1
P6,2015-04-16 08:10:24,C4,2199.0,2
P6,2015-04-16 08:10:24,C2,1798.0,2
P6,2015-04-16 08:10:24,C1,1796.97,2
P6,2015-04-16 08:10:24,C3,1798.0,2
P6,2015-04-16 08:11:23,C2,1768.99,1
P6,2015-04-16 08:11:23,C1,1768.99,1
P6,2015-04-16 08:11:23,C6,1799.0,1
P6,2015-04-16 08:11:23,C3,1768.99,1
P6,2015-04-16 08:11:23,C1,1768.99,2
P6,2015-04-16 08:11:23,C2,1768.99,2
P6,2015-04-16 08:11:23,C6,1799.0,2
P6,2015-04-16 08:11:23,C3,1768.99,2
P6,2015-04-21 08:10:23,C4,1889.1,2
P6,2015-04-21 08:10:23,C2,1769.9,2
P6,2015-04-21 08:10:23,C1,1764.98,2
P6,2015-04-21 08:10:23,C3,1769.9,2
P6,2015-04-21 08:10:23,C4,2099.0,1
P6,2015-04-21 08:10:23,C2,1769.9,1
P6,2015-04-21 08:10:23,C1,1764.98,1
P6,2015-04-21 08:10:23,C3,1769.9,1
P6,2015-04-21 08:11:20,C2,1899.0,2
P6,2015-04-21 08:11:20,C1,1899.0,2
P6,2015-04-21 08:11:20,C6,1799.0,2
P6,2015-04-21 08:11:20,C4,2099.0,2
P6,2015-04-21 08:11:20,C3,1703.37,2
P6,2015-04-18 20:10:06,C3,1798.0,2
P6,2015-04-18 20:10:06,C4,1889.1,2
P6,2015-04-18 20:10:06,C2,1798.0,2
P6,2015-04-18 20:10:06,C1,1768.0,2
P6,2015-04-18 20:10:06,C4,1889.1,1
P6,2015-04-18 20:10:06,C2,1798.0,1
P6,2015-04-18 20:10:06,C1,1768.0,1
P6,2015-04-18 20:10:06,C3,1798.0,1
P6,2015-05-03 08:11:26,C1,1889.0,2
P6,2015-05-03 08:11:26,C2,2036.0,2
P6,2015-05-03 08:11:26,C6,1956.89,2
P6,2015-05-03 08:11:26,C3,1889.0,2
P6,2015-04-22 20:10:38,C1,1799.0,1
P6,2015-04-22 20:10:38,C2,1799.0,1
P6,2015-04-22 20:10:38,C6,1799.0,1
P6,2015-04-22 20:10:38,C4,2099.0,1
P6,2015-04-22 20:10:38,C3,1799.0,1
P6,2015-04-23 08:10:23,C4,2099.0,1
P6,2015-04-23 08:10:23,C2,1839.9,1
P6,2015-04-23 08:10:23,C1,1779.9,1
P6,2015-04-23 08:10:23,C3,1839.9,1
P6,2015-04-23 08:10:23,C4,2099.0,2
P6,2015-04-23 08:10:23,C2,1839.9,2
P6,2015-04-23 08:10:23,C1,1779.9,2
P6,2015-04-23 08:10:23,C3,1839.9,2
P6,2015-04-25 08:11:20,C2,1699.0,1
P6,2015-04-25 08:11:20,C1,1699.0,1
P6,2015-04-25 08:11:20,C6,1799.0,1
P6,2015-04-25 08:11:20,C3,1699.0,1
P6,2015-04-24 20:10:08,C3,1798.0,1
P6,2015-04-25 20:10:08,C4,1699.0,2
P6,2015-04-25 20:10:08,C2,1798.0,2
P6,2015-04-25 20:10:08,C1,1778.0,2
P6,2015-04-25 20:10:08,C3,1798.0,2
P6,2015-04-25 20:10:08,C4,1699.0,1
P6,2015-04-25 20:10:08,C2,1798.0,1
P6,2015-04-25 20:10:08,C1,1778.0,1
P6,2015-04-25 20:10:08,C3,1798.0,1
P6,2015-04-25 08:10:23,C3,1798.0,1
P6,2015-04-25 08:10:23,C4,1699.0,2
P6,2015-04-25 08:10:23,C2,1798.0,2
P6,2015-04-25 08:10:23,C1,1778.0,2
P6,2015-04-25 08:10:23,C3,1798.0,2
P6,2015-04-27 20:16:20,C1,1778.0,1
P6,2015-04-25 08:10:23,C4,1699.0,1
P6,2015-04-25 08:10:23,C2,1798.0,1
P6,2015-04-25 08:10:23,C1,1778.0,1
P6,2015-04-27 20:16:20,C4,1699.0,1
P6,2015-04-27 20:16:20,C2,1798.0,1
P6,2015-04-27 20:16:20,C3,1798.0,1
P6,2015-04-29 08:11:25,C1,1799.0,2
P6,2015-04-29 08:11:25,C2,1798.0,2
P6,2015-04-29 08:10:24,C1,1778.0,2
P6,2015-04-29 08:11:25,C6,1799.0,2
P6,2015-04-29 08:11:25,C3,1799.0,2
P6,2015-04-29 08:10:24,C4,1699.0,2
P6,2015-04-29 08:10:24,C2,1798.0,2
P6,2015-04-29 08:10:24,C3,1798.0,2
P6,2015-04-29 08:11:25,C1,1799.0,1
P6,2015-04-29 08:11:25,C2,1798.0,1
P6,2015-04-29 08:11:25,C6,1799.0,1
P6,2015-04-29 08:11:25,C3,1799.0,1
P6,2015-04-29 08:10:24,C4,1699.0,1
P6,2015-04-29 08:10:24,C2,1798.0,1
P6,2015-04-29 08:10:24,C1,1778.0,1
P6,2015-04-29 08:10:24,C3,1798.0,1
P6,2015-05-19 20:10:34,C1,1899.0,1
P6,2015-05-01 08:10:24,C4,2199.0,1
P6,2015-05-01 08:10:24,C2,1839.9,1
P6,2015-05-01 08:10:24,C1,1789.0,1
P6,2015-05-01 08:10:24,C3,1798.0,1
P6,2015-05-01 20:10:06,C4,1935.12,2
P6,2015-05-01 20:10:06,C2,1839.9,2
P6,2015-05-01 20:10:06,C1,1789.0,2
P6,2015-05-01 20:10:06,C3,1798.0,2
P6,2015-05-06 08:10:26,C2,1869.15,1
P6,2015-05-06 08:10:26,C3,1502.8,1
P6,2015-05-06 08:10:26,C6,2097.26,1
P6,2015-05-06 08:10:26,C4,1699.0,1
P6,2015-05-06 08:10:26,C1,1795.0,1
P6,2015-05-06 08:10:26,C2,1869.15,2
P6,2015-05-06 08:10:26,C3,1502.8,2
P6,2015-05-06 08:10:26,C6,2097.26,2
P6,2015-05-06 08:10:26,C4,1699.0,2
P6,2015-05-06 08:10:26,C1,1795.0,2
P6,2015-05-06 08:11:29,C3,1889.0,1
P6,2015-05-06 08:11:29,C6,1799.0,1
P6,2015-05-06 08:11:29,C2,1889.0,1
P6,2015-05-06 08:11:29,C1,1889.0,1
P6,2015-05-06 20:10:07,C2,1934.52,2
P6,2015-05-06 20:10:07,C3,1502.8,2
P6,2015-05-06 20:10:07,C6,2097.26,2
P6,2015-05-06 20:10:07,C1,1795.0,2
P6,2015-05-06 08:11:29,C6,1799.0,2
P6,2015-05-06 08:11:29,C3,1889.0,2
P6,2015-05-06 08:11:29,C2,1889.0,2
P6,2015-05-06 08:11:29,C1,1889.0,2
P6,2015-05-21 20:10:07,C2,1848.99,2
P6,2015-05-21 20:10:07,C1,1889.9,2
P6,2015-05-21 20:10:07,C3,1848.99,2
P6,2015-05-21 20:10:07,C6,1904.7,2
P6,2015-05-21 20:10:07,C3,1848.99,1
P6,2015-05-21 20:10:07,C1,1889.9,1
P6,2015-05-21 20:10:07,C6,1904.7,1
P6,2015-05-21 20:10:20,C6,1999.0,2
P6,2015-05-21 20:10:07,C2,1848.99,1
P6,2015-05-23 20:10:21,C3,1646.91,2
P6,2015-05-23 20:10:21,C6,1999.0,2
P6,2015-05-23 20:10:21,C2,1999.0,2
P6,2015-05-23 20:10:21,C1,1999.0,2
P6,2015-05-24 20:10:07,C2,1999.0,2
P6,2015-05-24 20:10:07,C3,1999.0,2
P6,2015-05-24 20:10:07,C1,1985.0,2
P6,2015-05-24 20:10:07,C6,1904.7,2
P6,2015-05-24 20:10:07,C2,1999.0,1
P6,2015-05-24 20:10:07,C3,1999.0,1
P6,2015-05-24 20:10:07,C1,1985.0,1
P6,2015-05-24 20:10:07,C6,1904.7,1
P6,2015-05-26 08:11:37,C1,1998.99,2
P6,2015-05-26 08:11:37,C3,1828.97,1
P6,2015-05-26 08:11:37,C6,1999.0,1
P6,2015-05-26 08:11:37,C2,1998.99,1
P6,2015-05-26 08:11:37,C1,1998.99,1
P6,2015-05-26 08:11:37,C3,1646.07,2
P6,2015-05-26 08:11:37,C6,1999.0,2
P6,2015-05-26 08:11:37,C2,1998.99,2
P6,2015-05-26 08:10:25,C2,1999.0,2
P6,2015-05-26 08:10:25,C4,1699.0,2
P6,2015-05-26 08:10:25,C1,1829.97,2
P6,2015-05-26 08:10:25,C6,1904.7,2
P6,2015-05-26 08:10:25,C3,1714.23,2
P6,2015-05-08 08:12:01,C1,1889.0,2
P6,2015-05-08 20:11:39,C1,1889.0,2
P6,2015-05-08 08:10:24,C2,1934.52,2
P6,2015-05-08 20:11:39,C6,1899.0,2
P6,2015-05-08 20:11:39,C2,1889.0,2
P6,2015-05-08 08:10:24,C2,1934.52,1
P6,2015-05-08 08:10:24,C3,1502.8,1
P6,2015-05-08 08:10:24,C6,2097.26,1
P6,2015-05-08 08:10:24,C4,2199.0,1
P6,2015-05-08 08:10:24,C1,1829.0,1
P6,2015-05-08 08:10:24,C6,2097.26,2
P6,2015-05-08 08:10:24,C3,1502.8,2
P6,2015-05-08 08:10:24,C4,2199.0,2
P6,2015-05-08 08:10:24,C1,1829.0,2
P6,2015-05-28 20:10:07,C6,2097.26,1
P6,2015-05-28 20:10:07,C4,1699.0,1
P6,2015-05-28 20:10:07,C3,1829.0,1
P6,2015-05-28 20:10:07,C2,1832.9,1
P6,2015-05-28 20:10:07,C1,1829.96,1
P6,2015-05-28 08:11:36,C3,1608.3,2
P6,2015-05-28 08:11:36,C6,1999.0,2
P6,2015-05-28 08:11:36,C2,1608.3,2
P6,2015-05-28 08:11:36,C1,1999.0,2
P6,2015-05-30 20:10:08,C2,1999.0,1
P6,2015-05-30 20:10:08,C1,1829.97,1
P6,2015-05-30 20:10:08,C4,1599.0,1
P6,2015-05-30 20:10:08,C3,1999.0,1
P6,2015-05-30 20:10:30,C3,1797.0,1
P6,2015-05-30 20:10:30,C6,1999.0,1
P6,2015-05-30 20:10:30,C2,1889.9,1
P6,2015-05-30 20:10:30,C1,1889.9,1
P6,2015-05-30 20:10:30,C3,1617.3,2
P6,2015-05-30 20:10:30,C6,1999.0,2
P6,2015-05-30 20:10:30,C2,1889.9,2
P6,2015-05-30 20:10:30,C1,1889.9,2
P6,2015-06-02 08:10:24,C3,1654.21,2
P6,2015-06-02 08:10:24,C2,1999.0,1
P6,2015-06-02 08:10:24,C1,1799.9,1
P6,2015-06-02 08:10:24,C3,1654.21,1
P6,2015-06-02 08:10:24,C2,1999.0,2
P6,2015-06-02 08:10:24,C1,1799.9,2
P6,2015-06-02 08:10:24,C6,1904.7,2
P6,2015-06-02 08:10:24,C4,1599.0,2
P6,2015-06-01 20:10:06,C2,1999.0,2
P6,2015-06-01 20:10:06,C4,1599.0,2
P6,2015-06-01 20:10:06,C3,1999.0,2
P6,2015-06-01 20:10:06,C1,1799.9,2
P6,2015-06-02 08:10:24,C6,1904.7,1
